label,H,n_dates,n_indep,avg_names,ic,ic_med,ic_sd,icir,ic_pos,t_ic_nw,t_ic_non,top_ann,bot_ann,ls_ann,sharpe_top,sharpe_ls,t_top,t_ls,mono,hit_ex,dd_top,dd_ls,skew_ls,dsd_ls,DSR,sr_star,N_trials,turnover,to_ann,net_base,net_conservative,net_stressed,nsharpe_base
score,42,1219,30,596.686628,0.029951,0.03893,0.147128,0.203574,0.621821,1.103532,1.071277,-0.020538,-0.041836,0.021298,-0.207981,0.107468,-0.441122,0.240476,0.079027,0.452172,-0.297863,-0.43429,-0.060725,0.130795,0.042775,0.369472,19.0,0.776786,4.660714,-0.011342,-0.039306,-0.085913,-0.08451
score,63,1198,20,591.447412,0.033757,0.05957,0.156926,0.215115,0.625209,0.946779,0.925348,-0.013828,-0.029834,0.016006,-0.123393,0.081116,-0.27857,0.164611,0.114332,0.451802,-0.278905,-0.443319,-0.521792,0.166876,0.046946,0.439828,19.0,0.845135,3.380539,-0.005222,-0.025505,-0.05931,-0.035382
score,84,1177,15,587.285472,0.039612,0.066332,0.156601,0.252948,0.637213,0.95872,0.94184,-0.014028,-0.029561,0.015534,-0.105015,0.09257,-0.264298,0.150384,0.144595,0.445325,-0.281654,-0.442533,-0.743095,0.17767,0.053077,0.510885,19.0,0.887007,2.66102,-0.001051,-0.017017,-0.043627,0.014017
score,126,1135,10,579.15859,0.03352,0.059189,0.154191,0.217393,0.643172,0.665175,0.677852,-0.022587,-0.018965,-0.003622,-0.131285,0.023453,-0.365477,-0.031823,0.117811,0.438779,-0.275151,-0.432032,-0.734191,0.194344,0.037873,0.648318,19.0,0.918474,1.836949,-0.001547,-0.012569,-0.030939,0.005561
score,189,1072,6,566.538246,0.015979,0.069561,0.151172,0.1057,0.626866,0.259596,0.227698,-0.040699,0.023828,-0.064527,-0.249013,-0.202668,-0.538459,-0.451227,0.080654,0.415797,-0.208937,-0.354909,-0.765353,0.1969,,0.80379,18.0,0.9375,1.25,-0.020959,-0.028459,-0.040959,-0.118841
score_an,1,903,903,615.550388,0.024278,0.024563,0.121479,0.199853,0.570321,6.008894,6.005566,0.01793,-0.096334,0.114264,0.204164,0.69923,0.386689,1.324355,0.039055,0.470709,-0.255781,-0.426868,-0.727304,0.126985,,,,,,,,,
score_an,2,902,451,615.161863,0.027053,0.029624,0.126942,0.213111,0.592018,4.529559,4.523606,0.014356,-0.085851,0.100207,0.155468,0.594035,0.296823,1.121976,0.05597,0.476136,-0.258864,-0.443634,-0.884849,0.134734,,,,,,,,,
score_an,3,901,301,614.782464,0.027495,0.034517,0.12881,0.21345,0.600444,3.702993,3.697472,0.014041,-0.082533,0.096574,0.15029,0.568826,0.286203,1.077814,0.068671,0.478389,-0.256668,-0.437681,-1.131439,0.140263,,,,,,,,,
score_an,5,899,180,614.065628,0.028234,0.036217,0.132758,0.212673,0.598443,2.855848,2.851712,0.003991,-0.078553,0.082544,0.051638,0.488814,0.079066,0.912093,0.07837,0.474799,-0.260231,-0.428218,-0.870291,0.135621,,,,,,,,,
score_an,10,894,90,612.357942,0.029757,0.038858,0.139832,0.212808,0.599553,2.016984,2.012594,0.003684,-0.075827,0.079511,0.048369,0.459554,0.071148,0.845048,0.090313,0.4719,-0.253616,-0.41017,-0.999149,0.145425,,,,,,,,,
score_an,21,883,43,609.02265,0.029118,0.03317,0.146283,0.199051,0.617214,1.296596,1.283116,-0.021757,-0.057407,0.03565,-0.218131,0.202091,-0.423699,0.367456,0.082082,0.464251,-0.245382,-0.375006,-0.527679,0.144129,,,,,,,,,
score_an,42,862,21,602.725058,0.02902,0.028557,0.151397,0.191679,0.599768,0.876011,0.851655,-0.014331,-0.046552,0.032222,-0.12297,0.18445,-0.264952,0.323078,0.087281,0.459149,-0.204655,-0.310029,0.135771,0.119042,,,,,,,,,
score_an,63,841,14,596.845422,0.036949,0.050527,0.161426,0.228894,0.619501,0.847441,0.841824,-2.2e-05,-0.025226,0.025204,0.035763,0.152106,-0.000378,0.221312,0.13053,0.463967,-0.18718,-0.328751,-0.366965,0.147623,,,,,,,,,
score_an,84,820,10,592.056098,0.047584,0.053039,0.161658,0.294349,0.657317,0.936348,0.890969,0.009886,-0.01759,0.027476,0.104043,0.130163,0.155025,0.221089,0.172639,0.467594,-0.17516,-0.331122,-0.641923,0.187959,,,,,,,,,
score_an,126,778,7,581.804627,0.043371,0.054588,0.158023,0.274459,0.678663,0.701635,0.694597,-0.004707,-0.01031,0.005603,0.006293,0.054204,-0.06149,0.04126,0.1558,0.461539,-0.192783,-0.33754,-0.789402,0.241549,,,,,,,,,
score_an,189,715,4,564.188811,0.027065,0.072159,0.151089,0.179134,0.728671,0.365118,0.574755,-0.026733,0.019502,-0.046235,0.279243,0.030865,-0.281296,-0.273514,0.146395,0.428948,-0.139076,-0.217665,-1.076594,,,,,,,,,,
score_ew,1,1911,1911,544.130822,-0.008725,-0.005921,0.094162,-0.09266,0.47776,-4.051708,-4.050648,0.090925,-0.018043,0.108968,1.109201,0.813012,3.055301,2.239447,0.046046,0.457599,-0.142753,-0.244929,-0.481802,0.097443,0.09282,0.081914,19.0,0.147997,37.29534,-0.221686,-0.445458,-0.818411,-2.480679
score_ew,2,1910,955,543.810471,-0.005002,-0.003465,0.096678,-0.051736,0.480628,-1.599417,-1.598864,0.097143,-0.004968,0.102111,1.134031,0.721959,3.120092,1.985864,0.052692,0.466101,-0.123879,-0.263675,-0.424763,0.102422,0.079489,0.110624,19.0,0.205922,25.946226,-0.133171,-0.288848,-0.54831,-1.445098
score_ew,3,1909,637,543.493452,-0.00324,-0.000636,0.098334,-0.032951,0.496595,-0.831633,-0.831532,0.103433,-7e-05,0.103502,1.213585,0.726804,3.330599,1.993047,0.059511,0.46843,-0.119091,-0.294868,-0.520652,0.103372,0.116756,0.127697,19.0,0.250748,21.062835,-0.098696,-0.225073,-0.435701,-1.071246
score_ew,5,1907,382,542.888306,-0.001448,0.002238,0.099579,-0.014541,0.513372,-0.284173,-0.283931,0.106485,-0.006493,0.112979,1.254764,0.792294,3.456072,2.182274,0.079837,0.46942,-0.116929,-0.299135,-0.571381,0.104717,0.188508,0.158697,19.0,0.32245,16.251459,-0.053665,-0.151174,-0.313688,-0.576035
score_ew,10,1902,191,541.450053,0.002463,0.004345,0.100423,0.024527,0.517876,0.338638,0.34189,0.100399,-0.018502,0.118901,1.239162,0.871497,3.396786,2.374539,0.107294,0.471573,-0.105677,-0.241249,-0.514828,0.097931,0.344043,0.20459,19.0,0.452615,11.4059,-0.009146,-0.077581,-0.19164,-0.10288
score_ew,21,1891,91,538.689582,0.008711,0.012452,0.098052,0.088844,0.556319,0.844857,0.842954,0.086329,-0.025459,0.111788,1.063228,0.852234,2.919217,2.308144,0.157899,0.476832,-0.120884,-0.207078,-0.458724,0.096613,0.464412,0.256297,19.0,0.635792,7.629499,0.012454,-0.033323,-0.109618,0.150841
score_ew,42,1870,45,533.622995,0.02031,0.022764,0.090327,0.224848,0.607487,1.506369,1.522424,0.078397,-0.049231,0.127628,1.002998,1.088405,2.744339,2.978678,0.227049,0.478003,-0.103118,-0.1471,-0.212796,0.075302,0.671753,0.369472,19.0,0.73651,4.419063,0.030293,0.003779,-0.040412,0.381262
score_ew,63,1849,30,529.003245,0.028627,0.030776,0.09178,0.31191,0.63656,1.699907,1.67447,0.070468,-0.056973,0.127441,0.933575,1.041703,2.559125,2.82169,0.255775,0.479804,-0.092469,-0.144279,-0.151524,0.066152,0.65034,0.439828,19.0,0.807523,3.23009,0.043986,0.024606,-0.007695,0.547137
score_ew,84,1828,22,525.576039,0.03883,0.041703,0.091953,0.422283,0.682713,1.98574,2.020291,0.075013,-0.061552,0.136565,1.045009,1.085644,2.716755,2.894031,0.296559,0.483457,-0.069029,-0.13705,0.035827,0.064649,0.681928,0.510885,19.0,0.855615,2.566845,0.065731,0.05033,0.024662,0.867478
score_ew,126,1786,15,518.355543,0.054463,0.058872,0.09413,0.578591,0.758119,2.205037,2.235537,0.079787,-0.063426,0.143213,0.95581,1.047747,2.555352,2.769208,0.375893,0.483431,-0.065131,-0.121703,-0.018505,0.069193,0.612682,0.648318,19.0,0.900885,1.80177,0.074946,0.064135,0.046117,0.883936
score_ew,189,1723,10,507.65119,0.066272,0.078079,0.100317,0.660625,0.770749,2.032736,2.123437,0.079805,-0.060594,0.140399,0.772243,0.834236,1.995339,2.115183,0.391414,0.473823,-0.088123,-0.160633,-0.630902,0.125804,0.43369,0.80379,18.0,0.904437,1.205916,0.073029,0.065794,0.053735,0.655614
score_ug,1,1680,1680,582.318452,0.028009,0.027751,0.121012,0.231457,0.6,9.489735,9.48691,-0.001561,-0.091884,0.090323,-0.01899,0.587732,-0.049046,1.51797,0.028564,0.462981,-0.313138,-0.525628,0.022196,0.106201,0.033004,0.081914,19.0,0.125744,31.687612,-0.179413,-0.369539,-0.686415,-1.866822
score_ug,2,1679,840,581.983919,0.029915,0.03062,0.128328,0.233114,0.608696,6.757297,6.753098,-0.003983,-0.088459,0.084476,-0.046369,0.528118,-0.121439,1.361607,0.042879,0.466824,-0.319027,-0.515415,-0.070936,0.11017,0.033229,0.110624,19.0,0.176073,22.185201,-0.096752,-0.229864,-0.451716,-0.962871
score_ug,3,1678,560,581.651371,0.030635,0.034952,0.132073,0.231958,0.618594,5.488943,5.48269,-0.005835,-0.090948,0.085114,-0.067074,0.521128,-0.173572,1.345903,0.054885,0.466294,-0.330905,-0.508161,-0.100619,0.113212,0.047844,0.127697,19.0,0.216193,18.160234,-0.062669,-0.171631,-0.353233,-0.617125
score_ug,5,1676,336,581.020883,0.031653,0.034469,0.135545,0.233526,0.607399,4.278813,4.273662,-0.00574,-0.093255,0.087515,-0.063848,0.529351,-0.166229,1.366694,0.06739,0.46594,-0.322274,-0.484353,-0.240119,0.116941,0.064217,0.158697,19.0,0.280612,14.142844,-0.034379,-0.119236,-0.260665,-0.33652
score_ug,10,1671,168,579.534411,0.033478,0.0376,0.137586,0.243322,0.623579,3.149411,3.137619,-0.007576,-0.09816,0.090585,-0.084011,0.545173,-0.213127,1.407093,0.083583,0.462354,-0.314413,-0.455118,-0.537813,0.124497,0.115899,0.20459,19.0,0.395592,9.968917,-0.01818,-0.077994,-0.177683,-0.184387
score_ug,21,1660,80,576.694578,0.035643,0.046011,0.144204,0.247169,0.621687,2.202847,2.191466,-0.010919,-0.090808,0.079889,-0.115521,0.453273,-0.299046,1.165025,0.088981,0.462727,-0.294325,-0.419765,-0.398463,0.132265,0.141997,0.256297,19.0,0.557505,6.690055,-0.013301,-0.053441,-0.120342,-0.124225
score_ug,42,1639,40,571.483221,0.036325,0.048863,0.150073,0.242046,0.632703,1.519,1.494775,-0.011022,-0.067066,0.056044,-0.104503,0.302146,-0.281875,0.774367,0.099466,0.458423,-0.280877,-0.414666,-0.275794,0.136388,0.069131,0.369472,19.0,0.682091,4.092544,-0.007344,-0.031899,-0.072825,-0.06235
score_ug,63,1618,26,566.783684,0.042362,0.060287,0.15466,0.273904,0.665019,1.397618,1.364714,-0.005265,-0.062252,0.056988,-0.045856,0.295551,-0.124676,0.750188,0.133236,0.460261,-0.268771,-0.401544,-0.578995,0.147211,0.086519,0.439828,19.0,0.763977,3.055907,0.010452,-0.007884,-0.038443,0.09653
score_ug,84,1597,20,563.440827,0.04727,0.065935,0.152475,0.310016,0.681904,1.364185,1.354841,-0.003299,-0.056075,0.052776,-0.023893,0.267337,-0.07455,0.682917,0.143462,0.457983,-0.260623,-0.387414,-0.787326,0.155089,0.078298,0.510885,19.0,0.809105,2.427315,0.015963,0.001399,-0.022874,0.129089
score_ug,126,1555,13,556.493248,0.05128,0.079227,0.142479,0.359912,0.699678,1.282217,1.220597,-0.009021,-0.049083,0.040061,-0.06697,0.195039,-0.183868,0.504565,0.15302,0.448838,-0.254994,-0.337881,-0.837277,0.15775,0.055423,0.648318,19.0,0.863131,1.726263,0.021677,0.011319,-0.005943,0.182437
score_ug,189,1492,8,546.315013,0.046694,0.084335,0.13489,0.346163,0.75067,0.994141,0.952457,-0.029411,-0.033501,0.00409,-0.208024,0.045578,-0.538164,0.044217,0.153473,0.425523,-0.210367,-0.265508,-1.488299,0.257453,,0.80379,18.0,0.887302,1.183069,0.000637,-0.006462,-0.018292,0.045166
skew_f,1,1911,1911,544.130822,-0.016489,-0.016105,0.072115,-0.228656,0.41235,-9.998312,-9.995696,0.009794,-0.065201,0.074995,0.165766,0.708527,0.456603,1.951641,0.014452,0.434638,-0.14099,-0.218219,-0.543725,0.076992,,,,,,,,,
skew_f,2,1910,955,543.810471,-0.013838,-0.011043,0.073971,-0.187075,0.439791,-5.783466,-5.780085,0.005621,-0.058629,0.06425,0.093759,0.596044,0.258595,1.64192,0.01518,0.43986,-0.161794,-0.22701,-0.422045,0.076097,,,,,,,,,
skew_f,3,1909,637,543.493452,-0.013122,-0.010194,0.074913,-0.175167,0.437926,-4.420896,-4.41651,0.006583,-0.059689,0.066272,0.112215,0.625779,0.305196,1.710085,0.016817,0.442885,-0.171089,-0.229352,-0.386918,0.074323,,,,,,,,,
skew_f,5,1907,382,542.888306,-0.012597,-0.009798,0.07578,-0.166226,0.44258,-3.248512,-3.243046,0.009749,-0.058631,0.06838,0.163424,0.648643,0.450468,1.785918,0.017667,0.443416,-0.166589,-0.210635,-0.279692,0.071491,,,,,,,,,
skew_f,10,1902,191,541.450053,-0.011112,-0.00738,0.075381,-0.147413,0.461094,-2.035321,-2.038172,0.010135,-0.059917,0.070052,0.174197,0.69173,0.479883,1.908166,0.029124,0.441103,-0.141233,-0.173159,-0.311683,0.06783,,,,,,,,,
skew_f,21,1891,91,538.689582,-0.010902,-0.005988,0.07847,-0.138927,0.474352,-1.321117,-1.306988,-0.001921,-0.060773,0.058853,-0.03816,0.581061,-0.090421,1.598688,0.035014,0.441095,-0.138896,-0.172867,0.050287,0.060861,,,,,,,,,
skew_f,42,1870,45,533.622995,-0.011587,-0.004872,0.080789,-0.143425,0.475936,-0.960878,-0.948885,-0.00663,-0.060007,0.053377,-0.103169,0.511353,-0.279347,1.403609,0.026006,0.434606,-0.153127,-0.167148,-0.015869,0.05983,,,,,,,,,
skew_f,63,1849,30,529.003245,-0.011288,-0.002459,0.082655,-0.136571,0.481882,-0.744309,-0.734386,-0.011193,-0.058931,0.047738,-0.15206,0.434433,-0.428235,1.155724,0.017847,0.424518,-0.170983,-0.173018,0.224526,0.056913,,,,,,,,,
skew_f,84,1828,22,525.576039,-0.008455,0.002331,0.082167,-0.102904,0.518053,-0.483895,-0.467251,-0.008818,-0.054657,0.045839,-0.118461,0.372633,-0.309509,1.040562,0.037444,0.419724,-0.172126,-0.174809,0.37946,0.055177,,,,,,,,,
skew_f,126,1786,15,518.355543,-0.004285,0.004399,0.074924,-0.05719,0.519597,-0.217953,-0.206268,-0.003059,-0.043369,0.04031,-0.06397,0.349122,-0.106511,0.928691,0.077179,0.42119,-0.153471,-0.154849,0.402677,0.055244,,,,,,,,,
skew_f,189,1723,10,507.65119,0.001995,0.013338,0.06607,0.030196,0.551364,0.092913,0.15516,-0.004814,-0.031498,0.026685,-0.069204,0.268156,-0.15909,0.517956,0.134688,0.415174,-0.147502,-0.22381,-0.759759,0.090958,,,,,,,,,
