label,H,n_dates,n_indep,avg_names,ic,ic_med,ic_sd,icir,ic_pos,t_ic_nw,t_ic_non,top_ann,bot_ann,ls_ann,sharpe_top,sharpe_ls,t_top,t_ls,mono,hit_ex,dd_top,dd_ls,skew_ls,dsd_ls,DSR,sr_star,N_trials,turnover,to_ann,net_base,net_conservative,net_stressed,nsharpe_base
b_strev,126,1786,15,518.355543,-0.01497,-0.020508,0.087706,-0.170679,0.421613,-0.650466,-0.691414,-0.034137,-0.002261,-0.031876,-0.43509,-0.251547,-1.11439,-0.629322,-0.106912,0.41267,-0.306247,-0.404538,-0.058595,0.08662,0.00153,0.648318,19.0,0.916255,1.832509,-0.040002,-0.050997,-0.069322,-0.478977
b_strev,189,1723,10,507.65119,-0.028303,-0.027972,0.090734,-0.31193,0.358096,-0.959805,-1.035779,-0.032626,0.013332,-0.045958,-0.393248,-0.330044,-0.884666,-0.771585,-0.157228,0.387334,-0.284453,-0.399196,0.093043,0.102421,0.001682,0.80379,18.0,0.926119,1.234825,-0.046023,-0.053432,-0.06578,-0.650446
b_trend200,1,1911,1911,542.230769,-0.000549,0.004128,0.139021,-0.003946,0.511774,-0.172536,-0.172491,0.090442,-0.042115,0.132556,0.783128,0.671325,2.15713,1.849168,0.058421,0.459999,-0.170555,-0.328085,-0.316761,0.146102,0.04288,0.081914,19.0,0.100419,25.30555,-0.107575,-0.259408,-0.512463,-0.81816
b_trend200,2,1910,955,541.925131,0.004961,0.011276,0.146689,0.033819,0.52356,1.04553,1.044831,0.092242,-0.029535,0.121777,0.775706,0.581332,2.137633,1.600472,0.079968,0.46618,-0.165779,-0.320786,-0.249878,0.154395,0.035747,0.110624,19.0,0.142898,18.005189,-0.068754,-0.176786,-0.356837,-0.495291
b_trend200,3,1909,637,541.621268,0.007788,0.016572,0.150372,0.051794,0.544264,1.307196,1.305939,0.099048,-0.034323,0.133371,0.855545,0.634213,2.341889,1.743983,0.093157,0.471465,-0.159729,-0.308659,-0.245087,0.155089,0.072493,0.127697,19.0,0.175721,14.760581,-0.039697,-0.12826,-0.275866,-0.283691
b_trend200,5,1907,382,541.036182,0.01084,0.018173,0.152891,0.070903,0.550079,1.385647,1.382736,0.105315,-0.048026,0.153341,0.91891,0.723524,2.526828,1.989028,0.111262,0.470725,-0.161979,-0.293272,-0.261717,0.158104,0.138854,0.158697,19.0,0.22717,11.44939,0.003606,-0.06509,-0.179584,0.026924
b_trend200,10,1902,191,539.615668,0.016531,0.019984,0.156292,0.10577,0.556257,1.460362,1.464938,0.105686,-0.069287,0.174974,0.968367,0.825445,2.643879,2.26529,0.147844,0.471733,-0.163956,-0.291598,-0.075722,0.150804,0.294989,0.20459,19.0,0.322756,8.133461,0.029903,-0.018898,-0.100232,0.214582
b_trend200,21,1891,91,536.884188,0.025757,0.031958,0.156244,0.164852,0.6055,1.567652,1.563189,0.09737,-0.080784,0.178154,0.921425,0.849676,2.534007,2.310833,0.202205,0.475457,-0.17134,-0.266345,-0.46235,0.163355,0.462032,0.256297,19.0,0.46875,5.625002,0.038193,0.004443,-0.051807,0.285541
b_trend200,42,1870,45,531.835829,0.041666,0.051756,0.145632,0.286106,0.648128,1.91677,1.903572,0.085181,-0.097682,0.182863,0.794185,0.965883,2.178179,2.645076,0.285023,0.475807,-0.183504,-0.240657,-0.545236,0.132334,0.556434,0.369472,19.0,0.632074,3.792442,0.058824,0.036069,-0.001855,0.498459
b_trend200,63,1849,30,527.216333,0.05195,0.063119,0.142369,0.364899,0.682531,1.988693,1.953916,0.076354,-0.106187,0.18254,0.709182,0.962514,1.943455,2.633503,0.307406,0.471252,-0.170306,-0.222856,-0.374329,0.11934,0.576393,0.439828,19.0,0.73373,2.934921,0.065158,0.047549,0.0182,0.5325
b_trend200,84,1828,22,523.747812,0.06339,0.073766,0.139863,0.453226,0.702407,2.131243,2.117305,0.076798,-0.11066,0.187457,0.666083,0.987658,1.832004,2.715177,0.326338,0.471574,-0.150177,-0.190079,-0.105314,0.103348,0.595144,0.510885,19.0,0.796554,2.389663,0.077917,0.063579,0.039682,0.738987
b_trend200,126,1786,15,516.521837,0.085624,0.097689,0.144228,0.593672,0.734043,2.262513,2.194563,0.082462,-0.117971,0.200433,0.722506,1.087712,1.946525,2.945455,0.377067,0.471914,-0.110115,-0.138541,-0.081212,0.074877,0.648251,0.648318,19.0,0.868742,1.737485,0.098337,0.087912,0.070537,0.886435
b_trend200,189,1723,10,505.774811,0.100197,0.119705,0.149643,0.669573,0.790482,2.06027,2.303233,0.094866,-0.10786,0.202726,0.784219,1.108157,2.066024,2.712356,0.426286,0.47367,-0.087503,-0.11382,-0.333727,0.085371,0.620414,0.80379,18.0,0.908951,1.211934,0.099863,0.092591,0.080472,0.810203
beta_f,1,1872,1872,548.958868,-0.015649,-0.007637,0.154406,-0.101346,0.480235,-4.386082,-4.384911,0.055076,-0.045055,0.100132,0.501768,0.510737,1.367954,1.392405,0.02884,0.440478,-0.285376,-0.43362,0.005046,0.14034,,,,,,,,,
beta_f,2,1871,936,548.653127,-0.014193,-0.005328,0.155338,-0.091366,0.481561,-2.79565,-2.796156,0.047655,-0.048139,0.095794,0.437643,0.492027,1.192764,1.339336,0.030893,0.446983,-0.291134,-0.429852,0.059602,0.133836,,,,,,,,,
beta_f,3,1870,624,548.348128,-0.013889,-0.002191,0.156087,-0.088982,0.492513,-2.222693,-2.221732,0.041006,-0.047191,0.088198,0.372908,0.451744,1.0195,1.233409,0.029642,0.447883,-0.300286,-0.424741,0.192507,0.126661,,,,,,,,,
beta_f,5,1868,374,547.763383,-0.014093,-0.006338,0.155384,-0.090698,0.480193,-1.754299,-1.754445,0.035568,-0.046284,0.081852,0.321412,0.419601,0.877653,1.144789,0.031555,0.447536,-0.289772,-0.407791,0.177677,0.122221,,,,,,,,,
beta_f,10,1863,187,546.334407,-0.013938,-0.011189,0.154052,-0.090474,0.468599,-1.236329,-1.234308,0.034579,-0.044516,0.079094,0.306338,0.405327,0.837433,1.108807,0.029516,0.44716,-0.273152,-0.390637,0.254205,0.120152,,,,,,,,,
beta_f,21,1852,89,543.563175,-0.01234,-0.005865,0.151584,-0.081407,0.478942,-0.766142,-0.761415,0.033784,-0.04987,0.083654,0.294741,0.437779,0.808711,1.195529,0.05791,0.448279,-0.261656,-0.353418,0.335516,0.112845,,,,,,,,,
beta_f,42,1831,44,538.470235,-0.00992,0.008937,0.151079,-0.06566,0.519934,-0.435319,-0.438741,0.034748,-0.04865,0.083399,0.310776,0.436789,0.875827,1.201667,0.102262,0.448725,-0.241649,-0.331486,-0.102603,0.118988,,,,,,,,,
beta_f,63,1810,29,533.818232,-0.011781,0.01118,0.157492,-0.074803,0.523757,-0.403407,-0.396574,0.041858,-0.041825,0.083683,0.34581,0.396853,0.956072,1.089376,0.089838,0.448642,-0.213219,-0.299913,0.110882,0.117511,,,,,,,,,
beta_f,84,1789,22,530.340973,-0.00912,0.0011,0.159084,-0.057331,0.504192,-0.266749,-0.264759,0.049699,-0.041792,0.091491,0.388946,0.420788,1.070455,1.15776,0.088673,0.453432,-0.177759,-0.248391,0.354213,0.110243,,,,,,,,,
beta_f,126,1747,14,523.081855,-0.012628,0.001183,0.158227,-0.079808,0.502003,-0.300896,-0.301609,0.046171,-0.042813,0.088984,0.345416,0.395226,0.941803,1.078803,0.08028,0.446545,-0.10601,-0.204221,0.455135,0.102113,,,,,,,,,
beta_f,189,1684,9,512.434086,-0.008174,-0.015985,0.148223,-0.055145,0.458432,-0.167824,-0.156226,0.053372,-0.050045,0.103417,0.346389,0.426158,0.901226,1.080978,0.073879,0.439333,-0.076298,-0.12453,0.860699,0.091127,,,,,,,,,
delivery_f,1,1911,1911,544.130822,0.023706,0.019551,0.111736,0.21216,0.508111,8.73727,8.734693,0.04297,-0.055666,0.098637,0.542094,0.663067,1.406332,1.720166,0.019728,0.46054,-0.157443,-0.245964,0.008935,0.10042,0.049405,0.081914,19.0,0.114725,28.910733,-0.160429,-0.333893,-0.623,-1.753383
delivery_f,2,1910,955,543.810471,0.023869,0.020856,0.108013,0.220984,0.50733,6.434192,6.42942,0.047172,-0.047009,0.094182,0.603657,0.664399,1.5665,1.723001,0.028539,0.463598,-0.132517,-0.223288,-0.199796,0.097199,0.068905,0.110624,19.0,0.166405,20.966981,-0.112386,-0.238188,-0.447858,-1.235168
delivery_f,3,1909,637,543.493452,0.024072,0.022261,0.104564,0.230211,0.513882,5.471868,5.47725,0.043768,-0.044536,0.088303,0.560422,0.640707,1.458154,1.664077,0.037392,0.466316,-0.134387,-0.218933,-0.322353,0.0958,0.088261,0.127697,19.0,0.211542,17.769521,-0.091871,-0.198488,-0.376183,-1.032026
delivery_f,5,1907,382,542.888306,0.025608,0.022479,0.102378,0.250133,0.523335,4.603547,4.599882,0.038249,-0.034289,0.072538,0.497581,0.532384,1.293761,1.381506,0.041361,0.467159,-0.121849,-0.213021,-0.355583,0.094208,0.065222,0.158697,19.0,0.288604,14.54565,-0.073356,-0.16063,-0.306087,-0.840584
delivery_f,10,1902,191,541.450053,0.028592,0.024657,0.098152,0.291305,0.54469,3.787306,3.783625,0.022661,-0.028048,0.050709,0.307203,0.392844,0.796364,1.012143,0.05238,0.46667,-0.128892,-0.235316,-0.517884,0.090759,0.055151,0.20459,19.0,0.44034,11.096556,-0.05759,-0.124169,-0.235135,-0.680259
delivery_f,21,1891,91,538.689582,0.031426,0.030501,0.092654,0.339176,0.537811,3.036402,3.019434,-0.001427,-0.02974,0.028313,-0.014983,0.219461,-0.04807,0.558302,0.056884,0.459899,-0.185611,-0.252769,-0.431417,0.091544,0.046617,0.256297,19.0,0.663729,7.964743,-0.036255,-0.084044,-0.163691,-0.42638
delivery_f,42,1870,45,533.622995,0.032104,0.034457,0.095862,0.334893,0.554545,2.111181,2.102018,0.004598,-0.037982,0.04258,0.083452,0.3208,0.150912,0.798098,0.065149,0.458534,-0.169548,-0.246194,-0.323809,0.084454,0.075854,0.369472,19.0,0.803585,4.821512,-0.004767,-0.033696,-0.081911,-0.041175
delivery_f,63,1849,30,529.003245,0.037089,0.035751,0.089587,0.414006,0.568956,2.12213,2.087566,0.013751,-0.037266,0.051017,0.18808,0.395631,0.466913,0.977556,0.094027,0.457619,-0.152395,-0.239433,-0.469487,0.086907,0.13084,0.439828,19.0,0.867053,3.468213,0.013571,-0.007239,-0.041921,0.161703
delivery_f,84,1828,22,525.576039,0.041883,0.046242,0.084829,0.493731,0.598468,2.182593,2.183805,0.012534,-0.04579,0.058323,0.172341,0.437959,0.418712,1.117789,0.121661,0.448589,-0.156921,-0.225278,-0.396798,0.085555,0.151857,0.510885,19.0,0.890198,2.670595,0.022584,0.00656,-0.020146,0.27375
delivery_f,126,1786,15,518.355543,0.042895,0.053488,0.09055,0.473715,0.575588,1.695538,1.618071,0.008647,-0.045787,0.054434,0.103583,0.3738,0.243649,0.957876,0.130586,0.441806,-0.155321,-0.209032,-0.647266,0.098747,0.123428,0.648318,19.0,0.894994,1.789988,0.023028,0.012288,-0.005612,0.252308
delivery_f,189,1723,10,507.65119,0.030309,0.039576,0.083451,0.363195,0.54614,1.04805,1.003043,-0.006468,-0.017676,0.011209,-0.053758,0.100611,-0.178178,0.172714,0.102496,0.419044,-0.1661,-0.284796,-0.694911,0.122178,,0.80379,18.0,0.906057,1.208076,0.001253,-0.005995,-0.018076,0.087748
drawdown_f,1,1911,1911,544.130822,0.027799,0.026038,0.136087,0.204273,0.591837,8.932135,8.929797,-0.031243,-0.059577,0.028334,-0.339254,0.152797,-0.934476,0.420879,0.011427,0.4677,-0.415793,-0.451255,0.027692,0.132388,,,,,,,,,
drawdown_f,2,1910,955,543.810471,0.028782,0.026689,0.14469,0.198924,0.589529,6.149788,6.147904,-0.029323,-0.056527,0.027204,-0.305005,0.136653,-0.840102,0.376805,0.024452,0.469603,-0.415012,-0.449926,0.072882,0.140398,,,,,,,,,
drawdown_f,3,1909,637,543.493452,0.029512,0.028407,0.149492,0.197416,0.584599,4.982404,4.978754,-0.028673,-0.057297,0.028624,-0.294088,0.140935,-0.808594,0.387229,0.030468,0.469615,-0.4136,-0.443516,0.020946,0.144707,,,,,,,,,
drawdown_f,5,1907,382,542.888306,0.030382,0.031378,0.153938,0.197364,0.58731,3.85705,3.850867,-0.028705,-0.06483,0.036125,-0.288369,0.173973,-0.792032,0.478512,0.039564,0.467269,-0.402399,-0.436927,-0.021111,0.148523,,,,,,,,,
drawdown_f,10,1902,191,541.450053,0.032358,0.028744,0.157398,0.20558,0.599369,2.838423,2.829248,-0.031545,-0.069362,0.037818,-0.301951,0.177305,-0.833071,0.486394,0.045483,0.463123,-0.383762,-0.429207,-0.121765,0.158322,,,,,,,,,
drawdown_f,21,1891,91,538.689582,0.035618,0.032574,0.157994,0.22544,0.597039,2.143804,2.13617,-0.028679,-0.075881,0.047202,-0.267549,0.22437,-0.741526,0.603435,0.050732,0.461407,-0.368529,-0.414542,-0.35332,0.157087,,,,,,,,,
drawdown_f,42,1870,45,533.622995,0.040383,0.040526,0.156845,0.257472,0.59893,1.724936,1.706191,-0.026624,-0.078663,0.052039,-0.24647,0.264728,-0.678001,0.709479,0.076889,0.460314,-0.355172,-0.381943,0.036965,0.121098,,,,,,,,,
drawdown_f,63,1849,30,529.003245,0.046686,0.047191,0.161251,0.289525,0.638724,1.577908,1.543944,-0.022015,-0.06763,0.045615,-0.189035,0.218112,-0.518791,0.598593,0.085035,0.458509,-0.340851,-0.375739,-0.056251,0.128578,,,,,,,,,
drawdown_f,84,1828,22,525.576039,0.055538,0.062713,0.160208,0.346659,0.644967,1.630124,1.647973,-0.017194,-0.066131,0.048937,-0.152374,0.246382,-0.400179,0.663901,0.089603,0.459862,-0.319513,-0.343384,0.104194,0.114507,,,,,,,,,
drawdown_f,126,1786,15,518.355543,0.071152,0.074313,0.159749,0.445397,0.694849,1.697428,1.648579,-0.012947,-0.062342,0.049395,-0.097883,0.237942,-0.287393,0.639752,0.12656,0.462634,-0.331505,-0.358666,0.002017,0.120843,,,,,,,,,
drawdown_f,189,1723,10,507.65119,0.075779,0.078657,0.151795,0.49922,0.775392,1.536095,1.526245,-0.026553,-0.051437,0.024884,-0.167046,0.1988,-0.514353,0.295356,0.172289,0.451021,-0.377864,-0.413501,-1.06534,0.206147,,,,,,,,,
lottery_f,1,1911,1911,544.130822,-0.036641,-0.028029,0.150684,-0.243164,0.418106,-10.63268,-10.629898,-0.027092,-0.030921,0.003829,-0.22787,0.019358,-0.62767,0.053321,0.030113,0.438563,-0.375727,-0.516073,-0.501966,0.153027,0.000211,0.081914,19.0,0.102919,25.93555,-0.207534,-0.363147,-0.622503,-1.684392
lottery_f,2,1910,955,543.810471,-0.034846,-0.026992,0.152952,-0.227821,0.412565,-7.043123,-7.039055,-0.046435,-0.033863,-0.012572,-0.37998,-0.061276,-1.049503,-0.171365,0.027739,0.440198,-0.401856,-0.506074,-0.467534,0.151887,0.000165,0.110624,19.0,0.152411,19.203774,-0.150895,-0.266118,-0.458156,-1.215928
lottery_f,3,1909,637,543.493452,-0.034443,-0.025027,0.153962,-0.223708,0.434783,-5.645975,-5.646501,-0.046586,-0.039142,-0.007444,-0.39165,-0.040066,-1.067893,-0.102503,0.030678,0.439708,-0.418908,-0.505695,-0.328967,0.143833,0.000434,0.127697,19.0,0.190518,16.003491,-0.122953,-0.218974,-0.379009,-1.012021
lottery_f,5,1907,382,542.888306,-0.034488,-0.030047,0.153149,-0.225191,0.428946,-4.40086,-4.396406,-0.040997,-0.046444,0.005447,-0.354066,0.027478,-0.970373,0.076843,0.02696,0.437194,-0.386658,-0.491562,-0.260405,0.134223,0.001278,0.158697,19.0,0.252288,12.715318,-0.092173,-0.168465,-0.295618,-0.783641
lottery_f,10,1902,191,541.450053,-0.034129,-0.033083,0.148967,-0.229106,0.413775,-3.163253,-3.156454,-0.043544,-0.05408,0.010536,-0.378196,0.057682,-1.044469,0.151111,0.030666,0.432387,-0.406458,-0.481097,-0.305679,0.133908,0.004026,0.20459,19.0,0.366197,9.228158,-0.071121,-0.12649,-0.218771,-0.628247
lottery_f,21,1891,91,538.689582,-0.033511,-0.026644,0.145554,-0.230233,0.416711,-2.189381,-2.181993,-0.044616,-0.050165,0.005549,-0.386117,0.026236,-1.057075,0.077982,0.048001,0.423127,-0.415217,-0.475564,-0.267915,0.135212,0.009538,0.256297,19.0,0.529213,6.350558,-0.051208,-0.089311,-0.152817,-0.45421
lottery_f,42,1870,45,533.622995,-0.030667,-0.022518,0.14981,-0.204708,0.447059,-1.371443,-1.354657,-0.036294,-0.041158,0.004863,-0.325648,0.023645,-0.858677,0.067298,0.072241,0.421951,-0.382741,-0.439618,-0.352987,0.137119,0.009251,0.369472,19.0,0.609862,3.65917,-0.038927,-0.060882,-0.097473,-0.340064
lottery_f,63,1849,30,529.003245,-0.031566,-0.032361,0.155069,-0.203563,0.427799,-1.109415,-1.08922,-0.032929,-0.043591,0.010662,-0.27366,0.047134,-0.736072,0.139749,0.053706,0.419163,-0.365222,-0.409574,-0.123231,0.135645,0.013935,0.439828,19.0,0.658922,2.635687,-0.017592,-0.033406,-0.059763,-0.145168
lottery_f,84,1828,22,525.576039,-0.034255,-0.037302,0.156858,-0.21838,0.422867,-1.026908,-1.018038,-0.030748,-0.046595,0.015847,-0.24406,0.075316,-0.655661,0.205992,0.051654,0.409122,-0.331583,-0.353914,0.031254,0.126728,0.018278,0.510885,19.0,0.693717,2.081151,-0.009575,-0.022062,-0.042873,-0.080172
lottery_f,126,1786,15,518.355543,-0.034163,-0.040877,0.153699,-0.222269,0.382979,-0.847078,-0.850177,-0.018084,-0.051095,0.033011,-0.135065,0.143261,-0.367778,0.406887,0.07984,0.40491,-0.265695,-0.229688,0.287388,0.126278,0.022948,0.648318,19.0,0.742415,1.484829,0.017543,0.008634,-0.006215,0.126911
lottery_f,189,1723,10,507.65119,-0.021309,-0.03469,0.150597,-0.141494,0.422519,-0.435377,-0.408816,0.010572,-0.069995,0.080567,0.063325,0.323609,0.201211,0.889819,0.1334,0.402181,-0.132288,-0.115567,0.366754,0.13423,0.063111,0.80379,18.0,0.779552,1.039403,0.037571,0.031335,0.020941,0.25785
mom_f,1,1911,1911,544.091575,0.015542,0.016555,0.108034,0.143859,0.55887,6.290456,6.28881,0.072626,-0.117819,0.190445,0.890908,1.279385,2.454012,3.524073,0.062924,0.464304,-0.147845,-0.225067,-0.165884,0.106016,0.477233,0.081914,19.0,0.181767,45.805288,-0.228272,-0.503104,-0.961156,-2.36338
mom_f,2,1910,955,543.771204,0.021,0.024174,0.11639,0.180425,0.578534,5.577891,5.57492,0.069853,-0.118624,0.188477,0.840903,1.190032,2.317238,3.27781,0.0829,0.472827,-0.150552,-0.218131,-0.114946,0.110907,0.444123,0.110624,19.0,0.24282,30.595283,-0.111637,-0.295209,-0.601161,-1.090976
mom_f,3,1909,637,543.454164,0.023634,0.026398,0.12074,0.195742,0.58879,4.940161,4.936196,0.077457,-0.119799,0.197256,0.937204,1.232991,2.581777,3.394608,0.099665,0.473988,-0.151145,-0.208395,-0.096012,0.111867,0.567255,0.127697,19.0,0.283893,23.846973,-0.058379,-0.201461,-0.439931,-0.562968
mom_f,5,1907,382,542.848977,0.026559,0.031425,0.125984,0.210809,0.601468,4.119788,4.113664,0.073699,-0.12288,0.196579,0.893605,1.190518,2.461643,3.279649,0.115158,0.472789,-0.155761,-0.212931,-0.135036,0.116231,0.567813,0.158697,19.0,0.341588,17.216021,-0.001233,-0.104529,-0.276689,-0.012791
mom_f,10,1902,191,541.41062,0.031135,0.037144,0.131394,0.236962,0.625657,3.271716,3.2655,0.066796,-0.11232,0.179116,0.812066,1.05437,2.239064,2.90034,0.147857,0.473741,-0.147209,-0.210678,-0.104513,0.117134,0.528819,0.20459,19.0,0.437353,11.021304,0.043379,-0.022749,-0.132962,0.413284
mom_f,21,1891,91,538.649921,0.039027,0.042635,0.134122,0.29098,0.643575,2.767058,2.758221,0.045046,-0.104731,0.149778,0.583387,0.898558,1.602619,2.432006,0.191757,0.474581,-0.128339,-0.2169,-0.289886,0.11505,0.510944,0.256297,19.0,0.565737,6.788849,0.056227,0.015494,-0.052394,0.548605
mom_f,42,1870,45,533.582888,0.051049,0.059016,0.12859,0.396988,0.694652,2.659627,2.627131,0.047756,-0.10481,0.152566,0.583598,0.929204,1.607245,2.552728,0.242217,0.474593,-0.11285,-0.209175,-0.202551,0.105038,0.523848,0.369472,19.0,0.661955,3.971732,0.075628,0.051797,0.01208,0.72047
mom_f,63,1849,30,528.962683,0.059976,0.065918,0.128769,0.465767,0.743104,2.538423,2.492511,0.05424,-0.108003,0.162243,0.648737,0.977977,1.803844,2.674842,0.283649,0.476791,-0.104246,-0.194534,-0.277205,0.111492,0.59043,0.439828,19.0,0.742734,2.970936,0.080822,0.062996,0.033287,0.819632
mom_f,84,1828,22,525.535011,0.071145,0.074245,0.132115,0.53851,0.791575,2.532284,2.556643,0.064607,-0.103139,0.167746,0.79772,1.029459,2.115665,2.77159,0.324461,0.484298,-0.091696,-0.186648,-0.342944,0.104184,0.623282,0.510885,19.0,0.789828,2.369484,0.09306,0.078843,0.055148,0.928267
mom_f,126,1786,15,518.31355,0.084724,0.092044,0.13407,0.631941,0.796753,2.408357,2.380164,0.069952,-0.096567,0.166519,0.904704,1.05733,2.308009,2.693621,0.37547,0.488224,-0.076834,-0.173983,-0.71904,0.122005,0.59784,0.648318,19.0,0.87819,1.75638,0.085428,0.07489,0.057326,0.902875
mom_f,189,1723,10,507.607661,0.085367,0.098467,0.125254,0.681553,0.861288,2.097132,2.327706,0.067231,-0.07526,0.142491,0.784518,0.90557,1.973974,2.153172,0.393904,0.479577,-0.07008,-0.160709,-0.56382,0.122822,0.48447,0.80379,18.0,0.913194,1.217593,0.077531,0.070226,0.05805,0.65672
reversal_f,1,1911,1911,544.130822,-0.016056,-0.011732,0.094371,-0.170133,0.444793,-7.439317,-7.43737,-0.099674,0.069709,-0.169383,-1.130367,-1.152377,-3.113602,-3.174229,-0.00901,0.449312,-0.543494,-0.748981,-0.808445,0.115401,0.0,0.081914,19.0,0.273743,68.983351,-0.653399,-1.067299,-1.757133,-6.735455
reversal_f,2,1910,955,543.810471,-0.017652,-0.012483,0.095584,-0.184671,0.442408,-5.709144,-5.705621,-0.09445,0.069075,-0.163525,-1.038423,-1.074045,-2.860805,-2.958899,-0.022688,0.449905,-0.528337,-0.741068,-0.697305,0.120431,0.0,0.110624,19.0,0.378197,47.65283,-0.479627,-0.765544,-1.242072,-4.755976
reversal_f,3,1909,637,543.493452,-0.018018,-0.016388,0.095169,-0.189322,0.426925,-4.778131,-4.77965,-0.075206,0.054239,-0.129445,-0.83596,-0.861667,-2.307482,-2.371592,-0.02208,0.45028,-0.463049,-0.666305,-0.65591,0.118742,0.0,0.127697,19.0,0.451274,37.906978,-0.377083,-0.604524,-0.983594,-3.790063
reversal_f,5,1907,382,542.888306,-0.018597,-0.015425,0.092444,-0.201174,0.431568,-3.931496,-3.92631,-0.056031,0.031424,-0.087456,-0.647213,-0.613922,-1.781591,-1.692997,-0.026922,0.448991,-0.404235,-0.553315,-0.579412,0.108711,1e-06,0.158697,19.0,0.561985,28.324057,-0.269407,-0.439352,-0.722592,-2.861287
reversal_f,10,1902,191,541.450053,-0.018067,-0.017075,0.090671,-0.199262,0.425342,-2.751187,-2.742667,-0.030332,0.006112,-0.036444,-0.359706,-0.269719,-0.98852,-0.73942,-0.027034,0.446139,-0.315034,-0.455592,-0.573977,0.101468,0.000158,0.20459,19.0,0.737875,18.594439,-0.165116,-0.276682,-0.462627,-1.805786
reversal_f,21,1891,91,538.689582,-0.016464,-0.006922,0.087041,-0.189152,0.47065,-1.798727,-1.781152,-0.022673,0.002004,-0.024677,-0.277613,-0.181006,-0.77002,-0.505828,-0.01524,0.441608,-0.29139,-0.396186,-0.657026,0.102078,0.001548,0.256297,19.0,0.899651,10.795815,-0.094184,-0.158959,-0.266917,-1.047674
reversal_f,42,1870,45,533.622995,-0.006762,-0.005636,0.081865,-0.082602,0.475936,-0.553392,-0.54375,-0.000529,-0.014194,0.013665,-0.010013,0.117933,-0.01929,0.315318,0.027639,0.446522,-0.191422,-0.263828,-0.339504,0.080335,0.01838,0.369472,19.0,0.906764,5.440583,-0.032344,-0.064987,-0.119393,-0.391377
reversal_f,63,1849,30,529.003245,0.002188,-0.00019,0.087883,0.024896,0.498648,0.135685,0.146268,-0.006749,-0.022787,0.016037,-0.076108,0.130987,-0.232543,0.328681,0.034466,0.441252,-0.216604,-0.280928,-0.257089,0.084412,0.02493,0.439828,19.0,0.909134,3.636535,-0.007305,-0.029124,-0.06549,-0.086837
reversal_f,84,1828,22,525.576039,0.004591,0.005788,0.085183,0.053899,0.52407,0.253453,0.259117,-0.011797,-0.02806,0.016263,-0.151161,0.132294,-0.419158,0.341632,0.040554,0.434128,-0.206496,-0.240918,0.014141,0.07604,0.02618,0.510885,19.0,0.919431,2.758294,-0.004505,-0.021054,-0.048637,-0.056808
reversal_f,126,1786,15,518.355543,0.01497,0.020508,0.087706,0.170679,0.578387,0.650466,0.691414,-0.001426,-0.034622,0.033196,-0.014019,0.259176,-0.047558,0.652867,0.106023,0.427785,-0.163085,-0.211591,0.041791,0.077997,0.048144,0.648318,19.0,0.916255,1.832509,0.009721,-0.001274,-0.019599,0.116948
reversal_f,189,1723,10,507.65119,0.028303,0.027972,0.090734,0.31193,0.641904,0.959805,1.035779,0.013246,-0.03347,0.046717,0.154029,0.334531,0.393509,0.781397,0.155356,0.430235,-0.137506,-0.177325,-0.092288,0.090112,0.08363,0.80379,18.0,0.926119,1.234825,0.025928,0.018519,0.006171,0.396484
score,1,1260,1260,608.363492,0.026132,0.024595,0.11539,0.226466,0.584127,8.041947,8.038755,-0.005439,-0.117784,0.112345,-0.071331,0.734494,-0.159564,1.643031,0.03569,0.463728,-0.349828,-0.512481,-0.122458,0.111009,0.103994,0.081914,19.0,0.139734,35.212947,-0.179537,-0.390814,-0.742944,-1.87176
score,2,1259,630,608.01112,0.028483,0.028586,0.120361,0.236644,0.602859,5.940888,5.935213,0.006666,-0.111213,0.117879,0.086085,0.743756,0.189603,1.66104,0.049712,0.468576,-0.332519,-0.485878,-0.322645,0.117965,0.136346,0.110624,19.0,0.1999,25.18746,-0.109091,-0.260216,-0.51209,-1.089022
score,3,1258,420,607.662957,0.029031,0.03268,0.122489,0.237011,0.611288,4.857072,4.851146,0.008663,-0.104069,0.112732,0.109493,0.699166,0.2391,1.564469,0.05998,0.471825,-0.341293,-0.493028,-0.336915,0.119753,0.150497,0.127697,19.0,0.249463,20.954861,-0.078442,-0.204171,-0.41372,-0.771801
score,5,1256,252,607.005573,0.030467,0.032686,0.126242,0.241336,0.607484,3.828968,3.824096,0.00702,-0.09762,0.10464,0.081989,0.628705,0.18063,1.409044,0.065402,0.46844,-0.335701,-0.472842,-0.329321,0.120686,0.138121,0.158697,19.0,0.325476,16.403991,-0.043714,-0.142138,-0.306178,-0.421462
score,10,1251,126,605.440448,0.033216,0.03386,0.132748,0.250215,0.59952,2.803431,2.791796,0.00162,-0.087681,0.089302,0.018555,0.501653,0.037526,1.123682,0.079272,0.464215,-0.326748,-0.45365,-0.536343,0.134487,0.129502,0.20459,19.0,0.468647,11.809912,-0.024223,-0.095082,-0.213181,-0.225639
score,21,1240,60,602.410484,0.033349,0.035871,0.140308,0.237683,0.61371,1.832316,1.820742,-0.01559,-0.058635,0.043046,-0.159385,0.22985,-0.35509,0.509743,0.070205,0.458813,-0.308436,-0.454528,-0.249779,0.134831,0.07608,0.256297,19.0,0.656955,7.88346,-0.016307,-0.063608,-0.142443,-0.139503
