cand,fset,h,how,filt,gate,univ,topk,topk_t,ann,bench,excess,ir,sharpe,maxdd,cost,cash,hold,yr_pos,y2020,y2021,y2022,y2023,y2024
surv10,surv10,21,ridge,none,vol_calm,500,-0.004945523114330561,-1.696512613086679,0.15305303626999556,0.29716493118767007,-0.1441118949176745,-0.9617672087606607,0.7436604943476837,-0.3583457304089266,0.026384898184745476,0.051063829787234144,40.0,0.2,-0.3035006330057263,0.03822949441699075,-0.0769536844536366,-0.07817530004650275,-0.12415034415019044
surv10,surv10,21,ridge,none,always,750,-0.004945523114330561,-1.696512613086679,0.22409709371760367,0.29716493118767007,-0.0730678374700664,-0.516532774120823,0.9910992177330488,-0.4005836940316365,0.029380342835823362,1.1102230246251565e-16,40.0,0.2,-0.19554374325116297,-0.024310977602447714,-0.04262688093980738,-0.08628100990083654,0.056446126250282
surv10,surv10,21,ridge,none,ma200,750,-0.004945523114330561,-1.696512613086679,0.15090553095285464,0.29716493118767007,-0.14625940023481543,-0.9125850538663298,0.7599178287277206,-0.3334339313020468,0.026129376766542135,0.09531914893617023,40.0,0.2,-0.35624731833155265,-0.0007821470189359747,-0.11823788190811013,-0.12382009201980004,0.056446126250282
surv10,surv10,21,ridge,none,vol_calm,750,-0.004945523114330561,-1.696512613086679,0.16901325817569135,0.29716493118767007,-0.12815167301197872,-0.8635099563460099,0.8144874685573024,-0.3583457304089266,0.026412674427394707,0.0502127659574469,40.0,0.2,-0.3035006330057263,0.02557846859794588,-0.0568138625667981,-0.10713957173302902,-0.045747854745869065
surv10,surv10,21,ridge,above50dma,always,500,-0.004945523114330561,-1.696512613086679,0.16091990741306472,0.29716493118767007,-0.13624502377460534,-0.8162006845390217,0.7965445852300734,-0.3432438697352843,0.02663764333746389,0.0068085106382979824,40.0,0.2,-0.1724601164603382,-0.028494249513150383,-0.14599832311036254,-0.16113210155804147,0.009807921382927187
surv10,surv10,21,ridge,above50dma,ma200,500,-0.004945523114330561,-1.696512613086679,0.13158378931548675,0.29716493118767007,-0.1655811418721833,-0.9457779972390593,0.6975493765958094,-0.33487969621440616,0.022648749912912283,0.08510638297872344,50.0,0.2,-0.26089677535535893,-0.04602741907529728,-0.1668627917536062,-0.15763288507055473,0.02498614195399229
surv10,surv10,21,ridge,above50dma,vol_calm,500,-0.004945523114330561,-1.696512613086679,0.09771532424733653,0.29716493118767007,-0.19944960694033353,-1.214654059652546,0.5402448502536451,-0.3432438697352843,0.02475739059342862,0.049361702127659654,40.0,0.0,-0.25572638042586526,-0.039688432638755655,-0.16329605608367048,-0.1402081507374584,-0.13292741651704376
surv10,surv10,21,ridge,above50dma,always,750,-0.004945523114330561,-1.696512613086679,0.16362416508313626,0.29716493118767007,-0.1335407661045338,-0.8145894230168489,0.8051283877164894,-0.3432438697352843,0.027393151809270034,0.0068085106382979824,40.0,0.2,-0.1724601164603382,-0.028494249513150383,-0.15076656662936772,-0.160358808263541,0.02817243098146549
surv10,surv10,21,ridge,above50dma,ma200,750,-0.004945523114330561,-1.696512613086679,0.14173561237131294,0.29716493118767007,-0.15542931881635713,-0.8973327870683389,0.7386210457669251,-0.33487969621440616,0.022903508703892093,0.08851063829787237,45.0,0.2,-0.26089677535535893,-0.04602741907529728,-0.16729593988333502,-0.10342380621469538,0.006995173141530531
surv10,surv10,21,ridge,above50dma,vol_calm,750,-0.004945523114330561,-1.696512613086679,0.12110128622075189,0.29716493118767007,-0.17606364496691818,-1.0781959436542268,0.6404460850810214,-0.3432438697352843,0.025147856311532806,0.051914893617021354,40.0,0.0,-0.25572638042586526,-0.039688432638755655,-0.1667437142225332,-0.16378869729592427,-0.01179602823359438
