slots,entry,exit,rebal,cap,univ,ann,bench,excess,ir,sharpe,maxdd,cost,hold,mhold,ntr,cash,yr_pos,yr_min,y2020,y2021,y2022,y2023,y2024
8,12,20,1,2,500,0.5067837923443668,0.29716493118767007,0.2096188611566967,0.9951699360606031,1.617182531084097,-0.4054453896823781,0.06558409083225057,20.0,27.684365781710916,339,0.0015957446808510637,0.8,-0.03764253463657208,0.22029032531122228,0.36632364781797433,0.002079764843387233,0.2731786246780794,-0.03764253463657208
8,12,20,1,2,750,0.5080451610412795,0.29716493118767007,0.21088022985360944,0.9924419118958397,1.6147416032459807,-0.4054453896823781,0.06944554468834085,15.0,26.292134831460675,356,0.00425531914893617,1.0,0.0022752316456413624,0.22029032531122228,0.3136238464099106,0.0022752316456413624,0.2430947057195938,0.029096606749591913
8,12,20,1,3,500,0.4657216522243577,0.29716493118767007,0.16855672103668762,0.8248919270985605,1.503148654470873,-0.4262823291852841,0.06630488055776411,20.0,28.3987915407855,331,0.0,0.8,-0.0910551549866413,0.09060702948038335,0.4531559928498934,0.008950371398280144,0.2405449117924332,-0.0910551549866413
8,12,20,1,3,750,0.48464496356542797,0.29716493118767007,0.1874800323777579,0.9015026598525564,1.5490330148688416,-0.4262823291852841,0.07090062691904846,20.0,26.9054441260745,349,0.0010638297872340426,0.8,-0.010123366054426985,0.09060702948038335,0.4072012984209312,-0.010123366054426985,0.22457337226809626,0.029677110644173776
8,12,20,2,2,500,0.36075636021751833,0.29716493118767007,0.06359142902984827,0.37127853546755624,1.2866519713842848,-0.3636748873829835,0.050396108575834354,30.0,35.43396226415094,265,0.0010638297872340426,0.6,-0.09175435670918797,0.08173054267492685,0.2565549715799964,-0.08472701308960973,0.1080433942858372,-0.09175435670918797
8,12,20,2,2,750,0.39714545148174096,0.29716493118767007,0.0999805202940709,0.5220433849311983,1.3925407791739797,-0.3636748873829835,0.05198928140364184,30.0,34.4485294117647,272,0.0031914893617021275,0.6,-0.14388024323399173,0.08173054267492685,0.3170319616370847,-0.012611029159086296,0.1727420500813519,-0.14388024323399173
8,12,20,2,3,500,0.3949241048657053,0.29716493118767007,0.09775917367803522,0.5256020313845166,1.3803604464252972,-0.3636748873829835,0.0518749027978069,30.0,35.70342205323194,263,0.0010638297872340426,0.6,-0.11772310649484896,0.0374193276009398,0.3816778099727538,-0.11772310649484896,0.2313925397238441,-0.09547572682581129
8,12,20,2,3,750,0.42477854663053183,0.29716493118767007,0.12761361544286176,0.6585678093220118,1.4592366155870946,-0.3636748873829835,0.052961699294986966,30.0,35.168539325842694,267,0.0010638297872340426,0.6,-0.10966970892041128,0.0374193276009398,0.441668124797566,-0.10966970892041128,0.21341789061944727,-0.03609579985546563
8,12,24,1,2,500,0.45505415479467404,0.29716493118767007,0.15788922360700397,0.837901057639914,1.5048959564712896,-0.4206967121645646,0.05592627508918714,20.0,31.83050847457627,295,0.0010638297872340426,0.8,-0.02790161196444052,0.07515348285452439,0.32941363583561767,0.008890614318743939,0.24660407507354032,-0.02790161196444052
8,12,24,1,2,750,0.505231140749965,0.29716493118767007,0.20806620956229493,1.043037951543077,1.6147272394809642,-0.4206967121645646,0.05880573656442959,20.0,30.47077922077922,308,0.0015957446808510637,1.0,0.03359107486277635,0.07515348285452439,0.3505568271766737,0.1163717814686076,0.22497936116624961,0.03359107486277635
