slots,entry,exit,rebal,cap,univ,wt,ann,bench,excess,ir,sharpe,maxdd,cost,hold,mhold,ntr,yr_pos,y2020,y2021,y2022,y2023,y2024
8,12,48,2,3,750,equal,0.5544099479358136,0.29716493118767007,0.2572450167481435,1.1343237084568258,1.7575614171093437,-0.31712991781671873,0.03043051169082723,50.0,61.43790849673203,153,0.6,0.4932638285429838,0.4348950985340563,-0.10269126436316822,0.2181126689317494,-0.0012687113108120762
8,12,48,4,2,500,equal,0.41607279914729145,0.29716493118767007,0.11890786795962138,0.6062649035989741,1.4676002770462682,-0.34328292246078196,0.025781736161977216,60.0,73.4375,128,0.6,0.3761217081838004,0.23896297113443254,-0.1715200890122781,0.11301187902333942,-0.04709174363177682
8,12,48,4,2,750,equal,0.43968203032692865,0.29716493118767007,0.14251709913925859,0.6972290586242649,1.4968110505944965,-0.34328292246078196,0.026879829107837927,60.0,69.62962962962963,135,0.6,0.3761217081838004,0.2603573227583196,-0.1795241773412939,0.15265048784553814,-0.008219539867304615
8,12,48,4,3,500,equal,0.425521234689054,0.29716493118767007,0.12835630350138394,0.6403167336249278,1.492129975633405,-0.34328292246078196,0.025847938467839886,60.0,75.80645161290323,124,0.6,0.35685806687993704,0.2636668946337375,-0.15701716084203854,0.1387967820023115,-0.062148105312363144
8,12,48,4,3,750,equal,0.41659147130109364,0.29716493118767007,0.11942654011342357,0.5988293205199822,1.4379326331708335,-0.34328292246078196,0.027104640655814853,60.0,70.67669172932331,133,0.6,0.35685806687993704,0.24884815908587044,-0.1894335257751829,0.12400778974258486,-0.024406285488516977
8,16,24,1,2,500,equal,0.4532954716389612,0.29716493118767007,0.15613054045129116,0.8309627464409401,1.499580456413652,-0.4206967121645646,0.056086444801064,20.0,31.864406779661017,295,0.8,0.07515348285452439,0.32941363583561767,0.0028158952376462487,0.24746848178891434,-0.02790161196444052
8,16,24,1,2,750,equal,0.5061516394890326,0.29716493118767007,0.20898670830136257,1.0471237146994796,1.616228902864373,-0.4206967121645646,0.05880631587653081,20.0,30.51948051948052,308,1.0,0.07515348285452439,0.3505568271766737,0.1163717814686076,0.22291313696391457,0.03849456105344373
8,16,24,1,3,500,equal,0.5000656919967779,0.29716493118767007,0.2029007608091078,1.0075440646562523,1.6009569741426006,-0.4206967121645646,0.055890787749724107,25.0,33.57142857142857,280,0.8,0.12133584332692582,0.4730586999328332,0.07122320131930326,0.24691147146799874,-0.08561539996947443
8,16,24,1,3,750,equal,0.5391509808155235,0.29716493118767007,0.24198604962785342,1.130209920230367,1.6670223859595354,-0.4206967121645646,0.05957327772080128,20.0,31.543624161073826,298,1.0,0.12133584332692582,0.35777206740800005,0.1516505301608384,0.17252942674258054,0.10901864534659844
8,16,24,2,2,500,equal,0.41932501038939796,0.29716493118767007,0.12216007920172789,0.6054187226142845,1.4421081883699844,-0.37434506851894656,0.046288663049195745,30.0,39.004149377593365,241,0.6,0.04703535587951646,0.40608662527267025,-0.05556593464738313,0.16445615378029443,-0.06136072842046225
8,16,24,2,2,750,equal,0.5018754212223004,0.29716493118767007,0.20471049003463038,0.9303350483316147,1.6447640332457845,-0.37434506851894656,0.04629657407376971,30.0,38.84297520661157,242,1.0,0.04703535587951646,0.3997851510748003,0.0407230207211049,0.22846625326638903,0.05839997981793332
