factor,h,ic,t,null_t95,keep,n_dates,n_null
div_yield_12m,10,-0.00866366769543362,-1.4201176139354612,5.885630853371768,False,293,426
div_yield_12m,21,-0.01658746568125145,-2.723025334691021,8.165962970398715,False,293,426
div_yield_12m,42,-0.029729252364504424,-4.771111621816218,11.286641126340848,False,293,426
div_yield_12m,63,-0.03525633871728411,-5.44583696676691,13.690124534987357,False,293,426
